name,type,notranslate,comment,value,en
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter16,eolstyle,hint",vaString,F,,End of line style for writing. eol_default -> use original style.,End of line style for writing. eol_default -> use original style.
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter16,trimtrailingwhitespace,frame.caption",vaString,F,,"Trim trailing
whitespace
on save","Trim trailing
whitespace
on save"
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter16,encoding,frame.caption",vaString,F,,Encoding,Encoding
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter16,encoding,dropdown.cols.items,0:,data,0:",vaString,F,,Locale,Locale
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter16,backupfilecount,frame.caption",vaString,F,,Backup file count,Backup file count
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage22,caption",vaString,F,,Form,Form
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage22,componenthints,frame.caption",vaString,F,,Component hints,Component hints
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage22,noformdesignerdocking,frame.caption",vaString,F,,Docking,Docking
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage22,moveonfirstclick,frame.caption",vaString,F,,Move on first click,Move on first click
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage22,gridsizey,frame.caption",vaString,F,,Grid size Y,Grid size Y
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage22,gridsizex,frame.caption",vaString,F,,Grid size X,Grid size X
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage22,gridsizex,tintegeredit2,frame.caption",vaString,F,,Grid size X,Grid size X
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage22,snaptogrid,frame.caption",vaString,F,,Snap to Grid,Snap to Grid
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage22,snaptogrid,hint",vaString,F,,"Hint:
Use Ctrl + arrow keys to move selected components without grid snap,
use Shift + arrow keys to resize selected components without grid snap.","Hint:
Use Ctrl + arrow keys to move selected components without grid snap,
use Shift + arrow keys to resize selected components without grid snap."
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage22,showgrid,frame.caption",vaString,F,,Show Grid,Show Grid
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,caption",vaString,F,,&Debugger,&Debugger
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,debugcommand,frame.caption",vaString,F,,&Debug command,&Debug command
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,debugoptions,frame.caption",vaString,F,,Debug &options,Debug &options
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,debugoptions,hint",vaString,F,,"""--tty DEVICE"" to set target terminal","""--tty DEVICE"" to set target terminal"
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage6,caption",vaString,F,,Source &directories,Source &directories
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage6,sourcedirgrid,sourcedirs,controller.captionopen",vaString,F,,Select source directory,Select source directory
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage6,sourcebase,frame.caption",vaString,F,,Object &Base Directory (empty = Make Directory),Object &Base Directory (empty = Make Directory)
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage6,sourcebase,controller.captionopen",vaString,F,,Select source base directory,Select source base directory
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage9,caption",vaString,F,,Defi&nes,Defi&nes
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage9,twidgetgrid2,fixrows.items,0:,captions.items,0:,caption",vaString,F,,on,on
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage9,twidgetgrid2,fixrows.items,0:,captions.items,1:,caption",vaString,F,,Space separated defines for {$ifdef},Space separated defines for {$ifdef}
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage7,caption",vaString,F,,&Signals,&Signals
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage7,signalgrid,fixrows.items,0:,captions.items,3:,caption",vaString,F,,.. to,.. to
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage7,signalgrid,fixrows.items,0:,captions.items,4:,caption",vaString,F,,Name,Name
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage8,caption",vaString,F,,&Exceptions,&Exceptions
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage8,exceptionsgrid,fixrows.items,0:,captions.items,0:,caption",vaString,F,,ignore,ignore
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage8,exceptionsgrid,fixrows.items,0:,captions.items,1:,caption",vaString,F,,Exception class,Exception class
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,caption",vaString,F,,&Target,&Target
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,remoteconnection,frame.caption",vaString,F,,Target connection,Target connection
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,remoteconnection,hint",vaString,F,,"""--tty DEVICE"" to set target terminal","""--tty DEVICE"" to set target terminal"
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,tlayouter4,beforeconnect,frame.caption",vaString,F,,Before connect gdb script,Before connect gdb script
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,tlayouter4,beforeconnect,controller.filterlist.data,0:,0:",vaString,F,,gdb Scripts,gdb Scripts
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,tlayouter4,beforeload,frame.caption",vaString,F,,Before load gdb script,Before load gdb script
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,tlayouter4,beforeload,controller.filterlist.data,0:,0:",vaString,F,,gdb Scripts,gdb Scripts
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,tlayouter4,beforerun,frame.caption",vaString,F,,Before run gdb script,Before run gdb script
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,tlayouter4,beforerun,controller.filterlist.data,0:,0:",vaString,F,,gdb Scripts,gdb Scripts
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,tlayouter5,afterconnect,frame.caption",vaString,F,,After connect gdb script,After connect gdb script
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,tlayouter5,afterconnect,controller.filterlist.data,0:,0:",vaString,F,,gdb Scripts,gdb Scripts
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,tlayouter5,afterload,frame.caption",vaString,F,,After load gdb script,After load gdb script
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,tlayouter5,afterload,controller.filterlist.data,0:,0:",vaString,F,,gdb Scripts,gdb Scripts
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,tlayouter3,gdbprocessor,frame.caption",vaString,F,,Processor,Processor
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,tlayouter3,gdbprocessor,dropdown.cols.items,0:,data,0:",vaString,F,,auto,
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,tlayouter3,gdbsimulator,frame.caption",vaString,F,,Simulator,Simulator
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,tlayouter3,gdbdownload,frame.caption",vaString,F,,gdb download,gdb download
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,tlayouter3,downloadalways,frame.caption",vaString,F,,"Always download
before run","Always download
before run"
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,tlayouter3,startupbkpt,frame.caption",vaString,F,,Startup BKPT,Startup BKPT
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,tlayouter3,restartgdbbeforeload,frame.caption",vaString,F,,"Restart gdb
before load","Restart gdb
before load"
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,downloadlayouter,gdbservercommandattach,frame.caption",vaString,F,,Start gdb server command attach target,Start gdb server command attach target
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,downloadlayouter,gdbservercommand,frame.caption",vaString,F,,Start gdb server command run target,Start gdb server command run target
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,downloadlayouter,uploadcommand,frame.caption",vaString,F,,Download command,Download command
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,texpandingwidget1,gdbloadtimeout,frame.caption",vaString,F,,Load Timeout,Load Timeout
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,texpandingwidget1,gdbloadtimeout,formatdisp",vaString,F,,0.#sec,0.#sec
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,texpandingwidget1,serverla,gdbserverwait,frame.caption",vaString,F,,Wait before connect,Wait before connect
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,texpandingwidget1,serverla,gdbserverwait,formatdisp",vaString,F,,0.#sec,0.#sec
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,texpandingwidget1,serverla,gdbserverstartonce,frame.caption",vaString,F,,Start once,Start once
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,texpandingwidget1,tlayouter2,nogdbserverexit,frame.caption",vaString,F,,no wait for exit,no wait for exit
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage16,texpandingwidget1,tlayouter2,gdbservertty,frame.caption",vaString,F,,TTY,TTY
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,tlayouter1,externalconsole,frame.caption",vaString,F,,"&External
Console","&External
Console"
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,tlayouter1,showconsole,frame.caption",vaString,F,,"Show &Cons.
on Run","Show &Cons.
on Run"
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,tlayouter1,showconsole,hint",vaString,F,,Show console on run,Show console on run
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,tlayouter1,stoponexception,frame.caption",vaString,F,,"&Stop
on Excep.","&Stop
on Excep."
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,tlayouter1,stoponexception,hint",vaString,F,,Stop on exceptions,Stop on exceptions
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,tlayouter1,activateonbreak,frame.caption",vaString,F,,"&Activate
on Break","&Activate
on Break"
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,tlayouter1,valuehints,frame.caption",vaString,F,,"&Value
Hints","&Value
Hints"
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,tlayouter1,nodebugbeginend,frame.caption",vaString,F,,"Call GUI_DEBUGBEGIN/
GUI_DEBUGEND","Call GUI_DEBUGBEGIN/
GUI_DEBUGEND"
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,tlayouter1,nodebugbeginend,hint",vaString,F,,Release mouse grab by target stop. gdb sometimes crashes with this option.,Release mouse grab by target stop. gdb sometimes crashes with this option.
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,tlayouter1,settty,frame.caption",vaString,F,,"Set
TT&Y","Set
TT&Y"
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,tlayouter1,raiseonbreak,frame.caption",vaString,F,,"&Raise
on Break","&Raise
on Break"
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,tlayouter1,fpcgdbworkaround,frame.caption",vaString,F,,"&FPC
bugs","&FPC
bugs"
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,tlayouter1,fpcgdbworkaround,hint",vaString,F,,Use workarounds for FPC/gdb bugs,Use workarounds for FPC/gdb bugs
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,debugtarget,frame.caption",vaString,F,,Debug &target (empty = make targetfile),Debug &target (empty = make targetfile)
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,xtermcommand,frame.caption",vaString,F,,xterm command,xterm command
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,runcommand,frame.caption",vaString,F,,&Run command (empty = start debugger),&Run command (empty = start debugger)
"projectoptionsfo,tlayouter9,tabwidget,makepage,caption",vaString,F,,&Make,&Make
"projectoptionsfo,tlayouter9,tabwidget,makepage,defaultmake,frame.caption",vaString,F,,Default make col,Default make col
"projectoptionsfo,tlayouter9,tabwidget,makepage,defaultmake,dropdown.cols.items,0:,data,0:",vaString,F,,M (Make),M (Make)
"projectoptionsfo,tlayouter9,tabwidget,makepage,defaultmake,dropdown.cols.items,0:,data,1:",vaString,F,,B (Build),B (Build)
"projectoptionsfo,tlayouter9,tabwidget,makepage,defaultmake,dropdown.cols.items,0:,data,2:",vaString,F,,1 (Make 1),1 (Make 1)
"projectoptionsfo,tlayouter9,tabwidget,makepage,defaultmake,dropdown.cols.items,0:,data,3:",vaString,F,,2 (Make 2),2 (Make 2)
"projectoptionsfo,tlayouter9,tabwidget,makepage,defaultmake,dropdown.cols.items,0:,data,4:",vaString,F,,3 (Make 3),3 (Make 3)
"projectoptionsfo,tlayouter9,tabwidget,makepage,defaultmake,dropdown.cols.items,0:,data,5:",vaString,F,,4 (Make 4),4 (Make 4)
"projectoptionsfo,tlayouter9,tabwidget,makepage,defaultmake,dropdown.cols.items,0:,data,6:",vaString,F,,None,
"projectoptionsfo,tlayouter9,tabwidget,makepage,mainfile,frame.caption",vaString,F,,&Mainfile,&Mainfile
"projectoptionsfo,tlayouter9,tabwidget,makepage,mainfile,controller.captionopen",vaString,F,,Select mainfile,Select mainfile
"projectoptionsfo,tlayouter9,tabwidget,makepage,targetfile,frame.caption",vaString,F,,&Targetfile,&Targetfile
"projectoptionsfo,tlayouter9,tabwidget,makepage,targetfile,controller.captionopen",vaString,F,,Select target file,Select target file
"projectoptionsfo,tlayouter9,tabwidget,makepage,makecommand,frame.caption",vaString,F,,Make &Program,Make &Program
"projectoptionsfo,tlayouter9,tabwidget,makepage,makecommand,controller.captionopen",vaString,F,,Select make command,Select make command
"projectoptionsfo,tlayouter9,tabwidget,makepage,showcommandline,caption",vaString,F,,Show command line,Show command line
"projectoptionsfo,tlayouter9,tabwidget,makepage,messageoutputfile,frame.caption",vaString,F,,Message &output file,Message &output file
"projectoptionsfo,tlayouter9,tabwidget,makepage,copymessages,frame.caption",vaString,F,,Copy messages to &file,Copy messages to &file
"projectoptionsfo,tlayouter9,tabwidget,makepage,closemessages,frame.caption",vaString,F,,Close messages window after compile,Close messages window after compile
"projectoptionsfo,tlayouter9,tabwidget,makepage,checkmethods,frame.caption",vaString,F,,Check method headers,Check method headers
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage17,caption",vaString,F,,Command before,Command before
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage17,befcommandgrid,fixrows.items,0:,captions.items,0:,hint",vaString,F,,Use in Make,Use in Make
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage17,befcommandgrid,fixrows.items,0:,captions.items,1:,hint",vaString,F,,Use in Build,Use in Build
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage17,befcommandgrid,fixrows.items,0:,captions.items,2:,hint",vaString,F,,Use in Make 1,Use in Make 1
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage17,befcommandgrid,fixrows.items,0:,captions.items,3:,hint",vaString,F,,Use in Make 2,Use in Make 2
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage17,befcommandgrid,fixrows.items,0:,captions.items,4:,hint",vaString,F,,Use in Make 3,Use in Make 3
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage17,befcommandgrid,fixrows.items,0:,captions.items,5:,hint",vaString,F,,Use in Make 4,Use in Make 4
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage17,befcommandgrid,fixrows.items,0:,captions.items,6:,caption",vaString,F,,Command,Command
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage12,caption",vaString,F,,Make options,Make options
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage12,makeoptionsgrid,fixrows.items,0:,captions.items,1:,hint",vaString,F,,Use in Make,Use in Make
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage12,makeoptionsgrid,fixrows.items,0:,captions.items,2:,hint",vaString,F,,Use in Build,Use in Build
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage12,makeoptionsgrid,fixrows.items,0:,captions.items,3:,hint",vaString,F,,Use in Make 1,Use in Make 1
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage12,makeoptionsgrid,fixrows.items,0:,captions.items,4:,hint",vaString,F,,Use in Make 2,Use in Make 2
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage12,makeoptionsgrid,fixrows.items,0:,captions.items,5:,hint",vaString,F,,Use in Make 3,Use in Make 3
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage12,makeoptionsgrid,fixrows.items,0:,captions.items,6:,hint",vaString,F,,Use in Make 4,Use in Make 4
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage12,makeoptionsgrid,fixrows.items,0:,captions.items,7:,hint",vaString,F,,After mainfile,After mainfile
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage12,makeoptionsgrid,fixrows.items,0:,captions.items,8:,caption",vaString,F,,Command line options,Command line options
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage11,caption",vaString,F,,Directories,Directories
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage11,unitdirgrid,frame.caption",vaString,F,,"Unit, include and library &directories","Unit, include and library &directories"
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage11,unitdirgrid,fixrows.items,0:,captions.items,0:,hint",vaString,F,,Use in Make,Use in Make
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage11,unitdirgrid,fixrows.items,0:,captions.items,1:,hint",vaString,F,,Use in Build,Use in Build
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage11,unitdirgrid,fixrows.items,0:,captions.items,2:,hint",vaString,F,,Use in Make 1,Use in Make 1
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage11,unitdirgrid,fixrows.items,0:,captions.items,3:,hint",vaString,F,,Use in Make 2,Use in Make 2
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage11,unitdirgrid,fixrows.items,0:,captions.items,4:,hint",vaString,F,,Use in Make 3,Use in Make 3
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage11,unitdirgrid,fixrows.items,0:,captions.items,5:,hint",vaString,F,,Use in Make 4,Use in Make 4
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage11,unitdirgrid,fixrows.items,0:,captions.items,6:,hint",vaString,F,,Add to unit file search path,Add to unit file search path
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage11,unitdirgrid,fixrows.items,0:,captions.items,7:,hint",vaString,F,,Add to include file search path,Add to include file search path
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage11,unitdirgrid,fixrows.items,0:,captions.items,8:,hint",vaString,F,,Add to library search path,Add to library search path
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage11,unitdirgrid,fixrows.items,0:,captions.items,9:,hint",vaString,F,,Add to object file search path,Add to object file search path
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage11,unitdirgrid,fixrows.items,0:,captions.items,10:,caption",vaString,F,,Directory,Directory
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage11,unitdirgrid,unitdirs,controller.captionopen",vaString,F,,Select unit directory,Select unit directory
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage11,tlayouter17,objpref,frame.caption",vaString,F,,Obj pref. (-Fo),Obj pref. (-Fo)
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage11,tlayouter17,libpref,frame.caption",vaString,F,,Lib pref.(-Fl),Lib pref.(-Fl)
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage11,tlayouter17,incpref,frame.caption",vaString,F,,Inc pref.(-Fi),Inc pref.(-Fi)
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage11,tlayouter17,unitpref,frame.caption",vaString,F,,Unit pref.(-Fu),Unit pref.(-Fu)
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage11,tlayouter17,reversepathorder,frame.caption",vaString,F,,Reverse directory order,Reverse directory order
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage18,caption",vaString,F,,Command after,Command after
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage18,aftcommandgrid,fixrows.items,0:,captions.items,0:,hint",vaString,F,,Use in Make,Use in Make
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage18,aftcommandgrid,fixrows.items,0:,captions.items,1:,hint",vaString,F,,Use in Build,Use in Build
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage18,aftcommandgrid,fixrows.items,0:,captions.items,2:,hint",vaString,F,,Use in Make 1,Use in Make 1
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage18,aftcommandgrid,fixrows.items,0:,captions.items,3:,hint",vaString,F,,Use in Make 2,Use in Make 2
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage18,aftcommandgrid,fixrows.items,0:,captions.items,4:,hint",vaString,F,,Use in Make 3,Use in Make 3
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage18,aftcommandgrid,fixrows.items,0:,captions.items,5:,hint",vaString,F,,Use in Make 4,Use in Make 4
"projectoptionsfo,tlayouter9,tabwidget,makepage,makegroupbox,ttabpage18,aftcommandgrid,fixrows.items,0:,captions.items,6:,caption",vaString,F,,Command,Command
"projectoptionsfo,tlayouter9,tabwidget,makepage,targpref,frame.caption",vaString,F,,Targ. pref. (-o),Targ. pref. (-o)
"projectoptionsfo,tlayouter9,tabwidget,makepage,makedir,frame.caption",vaString,F,,Make &Directory,Make &Directory
"projectoptionsfo,tlayouter9,tabwidget,makepage,makedir,controller.captionopen",vaString,F,,Select make directory,Select make directory
"projectoptionsfo,tlayouter9,tabwidget,makepage,colorerror,frame.caption",vaString,F,,Error Color,Error Color
"projectoptionsfo,tlayouter9,tabwidget,makepage,colorwarning,frame.caption",vaString,F,,Warning Color,Warning Color
"projectoptionsfo,tlayouter9,tabwidget,makepage,colornote,frame.caption",vaString,F,,Note Color,Note Color
"projectoptionsfo,tlayouter9,tabwidget,makepage,stripmessageesc,frame.caption",vaString,F,,Strip ESC sequences,Strip ESC sequences
"projectoptionsfo,tlayouter9,tabwidget,ttabpage1,caption",vaString,F,,M&acros,M&acros
"projectoptionsfo,tlayouter9,tabwidget,ttabpage1,macrogrid,fixrows.items,0:,captions.items,6:,caption",vaString,F,,Name,Name
"projectoptionsfo,tlayouter9,tabwidget,ttabpage1,macrogrid,fixrows.items,0:,captions.items,7:,caption",vaString,F,,Value,Value
"projectoptionsfo,tlayouter9,tabwidget,ttabpage1,selectactivegroupgrid,frame.caption",vaString,F,,Active group,Active group
"projectoptionsfo,tlayouter9,tabwidget,fontaliaspage,caption",vaString,F,,&Font Alias,&Font Alias
"projectoptionsfo,tlayouter9,tabwidget,fontaliaspage,fontaliasgrid,fixrows.items,0:,captions.items,0:,caption",vaString,F,,Alias,Alias
"projectoptionsfo,tlayouter9,tabwidget,fontaliaspage,fontaliasgrid,fixrows.items,0:,captions.items,1:,caption",vaString,F,,Font name,Font name
"projectoptionsfo,tlayouter9,tabwidget,fontaliaspage,fontaliasgrid,fixrows.items,0:,captions.items,2:,caption",vaString,F,,Height,Height
"projectoptionsfo,tlayouter9,tabwidget,fontaliaspage,fontaliasgrid,fixrows.items,0:,captions.items,3:,caption",vaString,F,,Width,Width
"projectoptionsfo,tlayouter9,tabwidget,fontaliaspage,fontaliasgrid,fixrows.items,0:,captions.items,4:,caption",vaString,F,,Options,Options
"projectoptionsfo,tlayouter9,tabwidget,fontaliaspage,fontaliasgrid,fixrows.items,0:,captions.items,5:,caption",vaString,F,,Xscale,Xscale
"projectoptionsfo,tlayouter9,tabwidget,fontaliaspage,fontaliasgrid,fixrows.items,0:,captions.items,6:,caption",vaString,F,,Ancestor,Ancestor
"projectoptionsfo,tlayouter9,tabwidget,ttabpage10,caption",vaString,F,,User &Colors,User &Colors
"projectoptionsfo,tlayouter9,tabwidget,ttabpage10,tlayouter7,tbutton1,caption",vaString,F,,"Copy ""setcolormapvalue"" code to clipboard","Copy ""setcolormapvalue"" code to clipboard"
"projectoptionsfo,tlayouter9,tabwidget,ttabpage10,colgrid,fixrows.items,0:,captions.items,1:,caption",vaString,F,,Color,Color
"projectoptionsfo,tlayouter9,tabwidget,ttabpage10,colgrid,fixrows.items,0:,captions.items,2:,caption",vaString,F,,Comment,Comment
"projectoptionsfo,tlayouter9,tabwidget,ttabpage10,colgrid,fixrows.items,0:,captionsfix.items,0:,caption",vaString,F,,Name,Name
"projectoptionsfo,tlayouter9,tabwidget,ttabpage21,caption",vaString,F,,F&ormat Macros,F&ormat Macros
"projectoptionsfo,tlayouter9,tabwidget,ttabpage21,tabhint",vaString,F,,Used by formatfloatmse() and formatdatetimemse(),Used by formatfloatmse() and formatdatetimemse()
"projectoptionsfo,tlayouter9,tabwidget,ttabpage21,formatmacrogrid,fixrows.items,0:,captions.items,0:,caption",vaString,F,,Name,Name
"projectoptionsfo,tlayouter9,tabwidget,ttabpage21,formatmacrogrid,fixrows.items,0:,captions.items,1:,caption",vaString,F,,Value,Value
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,caption",vaString,F,,&Templates,&Templates
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,newfile,ttabpage3,caption",vaString,F,,New Project,New Project
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,newfile,ttabpage3,copygrid,fixrows.items,0:,captions.items,0:,hint",vaString,F,,Load file in editor,Load file in editor
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,newfile,ttabpage3,copygrid,fixrows.items,0:,captions.items,1:,hint",vaString,F,,Expand macros,Expand macros
