name,type,notranslate,comment,value,en
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,newfile,ttabpage3,copygrid,fixrows.items,0:,captions.items,2:,caption",vaString,F,,Copied Files,Copied Files
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,newfile,ttabpage3,copygrid,fixrows.items,0:,captions.items,3:,caption",vaString,F,,Destination,Destination
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,newfile,ttabpage3,scriptbeforecopy,frame.caption",vaString,F,,Script before copy,Script before copy
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,newfile,ttabpage3,scriptaftercopy,frame.caption",vaString,F,,Script after copy,Script after copy
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,newfile,ttabpage4,caption",vaString,F,,New File,New File
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,newfile,ttabpage4,twidgetgrid1,fixrows.items,0:,captions.items,0:,caption",vaString,F,,Kind,Kind
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,newfile,ttabpage4,twidgetgrid1,fixrows.items,0:,captions.items,1:,caption",vaString,F,,Filter,Filter
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,newfile,ttabpage4,twidgetgrid1,fixrows.items,0:,captions.items,2:,caption",vaString,F,,Ext,Ext
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,newfile,ttabpage4,twidgetgrid1,fixrows.items,0:,captions.items,3:,caption",vaString,F,,Source,Source
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,newfile,ttabpage5,caption",vaString,F,,New Form,New Form
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,newfile,ttabpage5,twidgetgrid4,fixrows.items,0:,captions.items,0:,caption",vaString,F,,Kind,Kind
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,newfile,ttabpage5,twidgetgrid4,fixrows.items,0:,captions.items,1:,hint",vaString,F,,Inherited,Inherited
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,newfile,ttabpage5,twidgetgrid4,fixrows.items,0:,captions.items,2:,caption",vaString,F,,Namebase,Namebase
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,newfile,ttabpage5,twidgetgrid4,fixrows.items,0:,captions.items,3:,caption",vaString,F,,Formsuffix,Formsuffix
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,newfile,ttabpage5,twidgetgrid4,fixrows.items,0:,captions.items,4:,caption",vaString,F,,Source File,Source File
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,newfile,ttabpage5,twidgetgrid4,fixrows.items,0:,captions.items,5:,caption",vaString,F,,Form File,Form File
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,newfile,ttabpage5,twidgetgrid4,newfosources,controller.filterlist.data,0:,0:",vaString,F,,Source,Source
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,newfile,ttabpage5,twidgetgrid4,newfosources,controller.filterlist.data,1:,0:",vaString,F,,All Files,All Files
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,newfile,ttabpage5,twidgetgrid4,newfoforms,controller.filterlist.data,0:,0:",vaString,F,,Form Files,Form Files
"projectoptionsfo,tlayouter9,tabwidget,ttabpage2,newfile,ttabpage5,twidgetgrid4,newfoforms,controller.filterlist.data,1:,0:",vaString,F,,All Files,All Files
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,caption",vaString,F,,Too&ls,Too&ls
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,fixrows.items,0:,captions.items,0:,hint",vaString,F,,Save files,Save files
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,fixrows.items,0:,captions.items,1:,hint",vaString,F,,Parse source,Parse source
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,fixrows.items,0:,captions.items,2:,hint",vaString,F,,Hide console (win32 only),Hide console (win32 only)
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,fixrows.items,0:,captions.items,3:,hint",vaString,F,,Show output in messages window,Show output in messages window
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,fixrows.items,0:,captions.items,4:,caption",vaString,F,,Menu,Menu
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,fixrows.items,0:,captions.items,5:,caption",vaString,F,,Shortcut,Shortcut
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,fixrows.items,0:,captions.items,5:,hint",vaString,F,,"Select item from 'Settings'-'Configure MSEide'-'Shortcuts'
'Tool 1'..'Tool 10'.","Select item from 'Settings'-'Configure MSEide'-'Shortcuts'
'Tool 1'..'Tool 10'."
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,fixrows.items,0:,captions.items,6:,caption",vaString,F,,Sc.Key,Sc.Key
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,fixrows.items,0:,captions.items,6:,hint",vaString,F,,Shortcut key,Shortcut key
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,fixrows.items,0:,captions.items,7:,caption",vaString,F,,Alt.Sc.,Alt.Sc.
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,fixrows.items,0:,captions.items,7:,hint",vaString,F,,Alternate shortcut key,Alternate shortcut key
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,fixrows.items,0:,captions.items,8:,caption",vaString,F,,File,File
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,fixrows.items,0:,captions.items,9:,caption",vaString,F,,Parameters,Parameters
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,toolshortcuts,dropdown.cols.items,0:,caption",vaString,F,,Item,Item
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,toolshortcuts,dropdown.cols.items,0:,data,0:",vaString,F,,Tool 1,Tool 1
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,toolshortcuts,dropdown.cols.items,0:,data,1:",vaString,F,,Tool 2,Tool 2
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,toolshortcuts,dropdown.cols.items,0:,data,2:",vaString,F,,Tool 3,Tool 3
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,toolshortcuts,dropdown.cols.items,0:,data,3:",vaString,F,,Tool 4,Tool 4
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,toolshortcuts,dropdown.cols.items,0:,data,4:",vaString,F,,Tool 5,Tool 5
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,toolshortcuts,dropdown.cols.items,0:,data,5:",vaString,F,,Tool 6,Tool 6
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,toolshortcuts,dropdown.cols.items,0:,data,6:",vaString,F,,Tool 7,Tool 7
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,toolshortcuts,dropdown.cols.items,0:,data,7:",vaString,F,,Tool 8,Tool 8
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,toolshortcuts,dropdown.cols.items,0:,data,8:",vaString,F,,Tool 9,Tool 9
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,toolshortcuts,dropdown.cols.items,0:,data,9:",vaString,F,,Tool 10,Tool 10
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,toolshortcuts,dropdown.cols.items,1:,caption",vaString,F,,Shortcut,Shortcut
"projectoptionsfo,tlayouter9,tabwidget,ttabpage15,twidgetgrid3,toolshortcuts,dropdown.cols.items,2:,caption",vaString,F,,Alternate,Alternate
"projectoptionsfo,tlayouter9,tabwidget,ttabpage20,caption",vaString,F,,&Storage,&Storage
"projectoptionsfo,tlayouter9,tabwidget,ttabpage20,settingseditor,frame.caption",vaString,F,,Editor,Editor
"projectoptionsfo,tlayouter9,tabwidget,ttabpage20,settingsautoload,frame.caption",vaString,F,,Auto load,Auto load
"projectoptionsfo,tlayouter9,tabwidget,ttabpage20,settingsautosave,frame.caption",vaString,F,,Auto save,Auto save
"projectoptionsfo,tlayouter9,tabwidget,ttabpage20,tlayouter6,savebu,caption",vaString,F,,Save,Save
"projectoptionsfo,tlayouter9,tabwidget,ttabpage20,tlayouter6,loadbu,caption",vaString,F,,Load,Load
"projectoptionsfo,tlayouter9,tabwidget,ttabpage20,tlayouter6,settingsfile,frame.caption",vaString,F,,Settings File,Settings File
"projectoptionsfo,tlayouter9,tabwidget,ttabpage20,tlayouter6,settingsfile,controller.filterlist.data,0:,0:",vaString,F,,Project Files,Project Files
"projectoptionsfo,tlayouter9,tabwidget,ttabpage20,tlayouter6,settingsfile,controller.filterlist.data,1:,0:",vaString,F,,All Files,All Files
"projectoptionsfo,tlayouter9,tabwidget,ttabpage20,tlayouter6,settingsfile,controller.captionopen",vaString,F,,Enter Settings File,Enter Settings File
"projectoptionsfo,tlayouter9,tabwidget,ttabpage20,settingsdebugger,frame.caption",vaString,F,,Debugger,Debugger
"projectoptionsfo,tlayouter9,tabwidget,ttabpage20,settingsstorage,frame.caption",vaString,F,,Storage,Storage
"projectoptionsfo,tlayouter9,tabwidget,ttabpage20,settingsprojecttree,frame.caption",vaString,F,,Project Tree,Project Tree
"projectoptionsfo,tlayouter9,tabwidget,ttabpage20,settingsmacros,frame.caption",vaString,F,,Macros,Macros
"projectoptionsfo,tlayouter9,tabwidget,ttabpage20,settingstools,frame.caption",vaString,F,,Tools,Tools
"projectoptionsfo,tlayouter9,tabwidget,ttabpage20,settingstemplates,frame.caption",vaString,F,,Templates,Templates
"projectoptionsfo,tlayouter9,tabwidget,ttabpage20,settingscomponentstore,frame.caption",vaString,F,,Component Store,Component Store
"projectoptionsfo,tlayouter9,tabwidget,ttabpage20,settingslayout,frame.caption",vaString,F,,Window Layout,Window Layout
"projectoptionsfo,tlayouter9,tabwidget,ttabpage20,tlabel1,caption",vaString,F,,Load/save settings,Load/save settings
"projectoptionsfo,tlayouter9,tabwidget,ttabpage20,settingsmake,frame.caption",vaString,F,,Make,Make
"projectoptionsfo,tlayouter9,tabwidget,ttabpage20,settingsusercolors,frame.caption",vaString,F,,User Colors,User Colors
"projectoptionsfo,tlayouter9,tabwidget,ttabpage20,settingsformatmacros,frame.caption",vaString,F,,Format Macros,Format Macros
"projectoptionsfo,tlayouter9,tabwidget,ttabpage20,settingsfontalias,frame.caption",vaString,F,,Font Alias,Font Alias
"projectoptionsfo,c,strings.data,0:",vaString,F,,Wrong encoding can damage your source files.,Wrong encoding can damage your source files.
"projectoptionsfo,c,strings.data,1:",vaString,F,,Do you wish to set encoding to,Do you wish to set encoding to
"projectoptionsfo,c,strings.data,2:",vaString,F,,*** WARNING ***,*** WARNING ***
"projectoptionsfo,c,strings.data,3:",vaString,F,,Hangup,Hangup
"projectoptionsfo,c,strings.data,4:",vaString,F,,Interrupt,Interrupt
"projectoptionsfo,c,strings.data,5:",vaString,F,,Quit,Quit
"projectoptionsfo,c,strings.data,6:",vaString,F,,Illegal instruction,Illegal instruction
"projectoptionsfo,c,strings.data,7:",vaString,F,,Trace trap,Trace trap
"projectoptionsfo,c,strings.data,8:",vaString,F,,Abort,Abort
"projectoptionsfo,c,strings.data,9:",vaString,F,,BUS error,BUS error
"projectoptionsfo,c,strings.data,10:",vaString,F,,Floating-point exception,Floating-point exception
"projectoptionsfo,c,strings.data,11:",vaString,F,,Kill,Kill
"projectoptionsfo,c,strings.data,12:",vaString,F,,User-defined signal 1,User-defined signal 1
"projectoptionsfo,c,strings.data,13:",vaString,F,,Segmentation violation,Segmentation violation
"projectoptionsfo,c,strings.data,14:",vaString,F,,User-defined signal 2,User-defined signal 2
"projectoptionsfo,c,strings.data,15:",vaString,F,,Broken pipe,Broken pipe
"projectoptionsfo,c,strings.data,16:",vaString,F,,Alarm clock,Alarm clock
"projectoptionsfo,c,strings.data,17:",vaString,F,,Termination,Termination
"projectoptionsfo,c,strings.data,18:",vaString,F,,Stack fault,Stack fault
"projectoptionsfo,c,strings.data,19:",vaString,F,,Child status has changed,Child status has changed
"projectoptionsfo,c,strings.data,20:",vaString,F,,Continue,Continue
"projectoptionsfo,c,strings.data,21:",vaString,F,,"Stop, unblockable","Stop, unblockable"
"projectoptionsfo,c,strings.data,22:",vaString,F,,Keyboard stop,Keyboard stop
"projectoptionsfo,c,strings.data,23:",vaString,F,,Background read from tty,Background read from tty
"projectoptionsfo,c,strings.data,24:",vaString,F,,Background write to tty,Background write to tty
"projectoptionsfo,c,strings.data,25:",vaString,F,,Urgent condition on socket,Urgent condition on socket
"projectoptionsfo,c,strings.data,26:",vaString,F,,CPU limit exceeded,CPU limit exceeded
"projectoptionsfo,c,strings.data,27:",vaString,F,,File size limit exceeded,File size limit exceeded
"projectoptionsfo,c,strings.data,28:",vaString,F,,Virtual alarm clock,Virtual alarm clock
"projectoptionsfo,c,strings.data,29:",vaString,F,,Profiling alarm clock,Profiling alarm clock
"projectoptionsfo,c,strings.data,30:",vaString,F,,Window size change,Window size change
"projectoptionsfo,c,strings.data,31:",vaString,F,,I/O now possible,I/O now possible
"projectoptionsfo,c,strings.data,32:",vaString,F,,Power failure restart,Power failure restart
"programparametersfo,caption",vaString,F,,Target Environment,Target Environment
"programparametersfo,workingdirectory,frame.caption",vaString,F,,&Working directory,&Working directory
"programparametersfo,workingdirectory,controller.captionopen",vaString,F,,Select program working directory,Select program working directory
"programparametersfo,ok,caption",vaString,F,,OK,OK
"programparametersfo,tbutton2,caption",vaString,F,,Cancel,Cancel
"programparametersfo,parameters,frame.caption",vaString,F,,&Parameters,&Parameters
"programparametersfo,grid,frame.caption",vaString,F,,Environment variables,Environment variables
"programparametersfo,grid,fixrows.items,0:,captions.items,0:,caption",vaString,F,,on,on
"programparametersfo,grid,fixrows.items,0:,captions.items,1:,caption",vaString,F,,Name,Name
"programparametersfo,grid,fixrows.items,0:,captions.items,2:,caption",vaString,F,,Value,Value
"printfo,caption",vaString,F,,Print File,Print File
"printfo,ok,caption",vaString,F,,&Ok,&Ok
"printfo,cancel,caption",vaString,F,,Cancel,Cancel
"printfo,linenum,frame.caption",vaString,F,,"Print line
&numbers","Print line
&numbers"
"printfo,fontsize,frame.caption",vaString,F,,Font &size (Pt),Font &size (Pt)
"printfo,titlefont,frame.caption",vaString,F,,&Title font,&Title font
"printfo,sourcefont,frame.caption",vaString,F,,So&urce font,So&urce font
"printfo,colorset,frame.caption",vaString,F,,&Color,&Color
"printfo,tpagesizeselector1,frame.caption",vaString,F,,Paper size,Paper size
"printfo,tpageorientationselector1,frame.caption",vaString,F,,Paper orientation,Paper orientation
"printfo,rotate,frame.caption",vaString,F,,Rotate CCW,Rotate CCW
"printfo,pages,frame.caption",vaString,F,,Pages,Pages
"printfo,c,strings.data,0:",vaString,F,,Page,Page
"printfo,c,strings.data,1:",vaString,F,,Do you wish to cancel printing?,Do you wish to cancel printing?
"panelfo,dragdock.caption",vaString,F,,Mainwindow,Mainwindow
"objectinspectorfo,dragdock.caption",vaString,F,,Objectinspector,Objectinspector
"objectinspectorfo,caption",vaString,F,,Object Inspector,Object Inspector
"objectinspectorfo,compedit,hint",vaString,F,,Show component editor.,Show component editor.
"objectinspectorfo,gridpopup,menu.submenu.items,0:,caption",vaString,F,,Collapse tree,Collapse tree
"objectinspectorfo,gridpopup,menu.submenu.items,1:,caption",vaString,F,,Revert to inherited,Revert to inherited
"objectinspectorfo,gridpopup,menu.submenu.items,2:,caption",vaString,F,,Clear Selection,Clear Selection
"msetemplateselectfo,caption",vaString,F,,Select Code Template,Select Code Template
"msetemplateselectfo,tbutton1,caption",vaString,F,,Cancel,Cancel
"msetemplateselectfo,tbutton2,caption",vaString,F,,OK,OK
"msetemplateselectfo,grid,fixrows.items,0:,captions.items,0:,caption",vaString,F,,Name,Name
"msetemplateselectfo,grid,fixrows.items,0:,captions.items,1:,caption",vaString,F,,Comment,Comment
"msetemplateselectfo,grid,fixrows.items,0:,captions.items,2:,caption",vaString,F,,Par1,Par1
"msetemplateselectfo,grid,fixrows.items,0:,captions.items,3:,caption",vaString,F,,Par2,Par2
"msetemplateselectfo,grid,fixrows.items,0:,captions.items,4:,caption",vaString,F,,Par3,Par3
"msetemplateselectfo,grid,fixrows.items,0:,captions.items,5:,caption",vaString,F,,Par4,Par4
"mseparamentryfo,grid,fixrows.items,0:,captions.items,0:,caption",vaString,F,,Macro,Macro
"mseparamentryfo,grid,fixrows.items,0:,captions.items,1:,caption",vaString,F,,Value,Value
"mseparamentryfo,tsplitter1,tbutton2,caption",vaString,F,,Cancel,Cancel
"mseparamentryfo,tsplitter1,tbutton1,caption",vaString,F,,OK,OK
"mseparamentryfo,tsplitter1,comment,caption",vaString,F,,comment,comment
"mseparamentryfo,c,strings.data,0:",vaString,F,,"Code Template ""","Code Template """
"compnametreefo,caption",vaString,F,,Select Component,Select Component
"messagefo,dragdock.caption",vaString,F,,Messages,Messages
"messagefo,tpopupmenu1,menu.submenu.items,0:,caption",vaString,F,,Copy to clipboard,Copy to clipboard
"memoryfo,caption",vaString,F,,Memory,Memory
"memoryfo,tlayouter1,add,frame.caption",vaString,F,,Add,Add
"memoryfo,tlayouter1,memon,frame.caption",vaString,F,,Memory &on,Memory &on
"memoryfo,tlayouter1,bitwidth,frame.caption",vaString,F,,Width,Width
"mainfo,mainmenu1,menu.submenu.items,0:,submenu.items,0:,submenu.items,0:,submenu.items,0:,caption",vaString,F,,&Mainform,&Mainform
"mainfo,mainmenu1,menu.submenu.items,0:,submenu.items,0:,submenu.items,0:,submenu.items,1:,caption",vaString,F,,&Simple Form,&Simple Form
"mainfo,mainmenu1,menu.submenu.items,0:,submenu.items,0:,submenu.items,0:,submenu.items,2:,caption",vaString,F,,&Docking Form,&Docking Form
"mainfo,mainmenu1,menu.submenu.items,0:,submenu.items,0:,submenu.items,0:,submenu.items,3:,caption",vaString,F,,D&atamodule,D&atamodule
"mainfo,mainmenu1,menu.submenu.items,0:,submenu.items,0:,submenu.items,0:,submenu.items,4:,caption",vaString,F,,S&ubform,S&ubform
"mainfo,mainmenu1,menu.submenu.items,0:,submenu.items,0:,submenu.items,0:,submenu.items,5:,caption",vaString,F,,&Report,&Report
"mainfo,mainmenu1,menu.submenu.items,0:,submenu.items,0:,submenu.items,0:,submenu.items,6:,caption",vaString,F,,S&criptform,S&criptform
"mainfo,mainmenu1,menu.submenu.items,0:,submenu.items,0:,submenu.items,0:,submenu.items,8:,caption",vaString,F,,&Inherited,&Inherited
"mainfo,mainmenu1,menu.submenu.items,0:,submenu.items,0:,submenu.items,0:,caption",vaString,F,,&Form,&Form
"mainfo,mainmenu1,menu.submenu.items,0:,submenu.items,0:,caption",vaString,F,,&New,&New
"mainfo,mainmenu1,menu.submenu.items,0:,submenu.items,9:,caption",vaString,F,,E&xit,E&xit
"mainfo,mainmenu1,menu.submenu.items,0:,caption",vaString,F,,&File,&File
"mainfo,mainmenu1,menu.submenu.items,1:,submenu.items,6:,caption",vaString,F,,Find &Component,Find &Component
"mainfo,mainmenu1,menu.submenu.items,1:,caption",vaString,F,,&Search,&Search
"mainfo,mainmenu1,menu.submenu.items,2:,caption",vaString,F,,&Edit,&Edit
"mainfo,mainmenu1,menu.submenu.items,3:,submenu.items,0:,caption",vaString,F,,En&vironment,En&vironment
"mainfo,mainmenu1,menu.submenu.items,3:,submenu.items,1:,caption",vaString,F,,Restart Debugger,Restart Debugger
"mainfo,mainmenu1,menu.submenu.items,3:,caption",vaString,F,,&Target,&Target
"mainfo,mainmenu1,menu.submenu.items,4:,submenu.items,0:,submenu.items,1:,caption",vaString,F,,&New Panel,&New Panel
"mainfo,mainmenu1,menu.submenu.items,4:,submenu.items,0:,caption",vaString,F,,Pan&els,Pan&els
"mainfo,mainmenu1,menu.submenu.items,4:,submenu.items,2:,caption",vaString,F,,Load Wi&ndow Layout,Load Wi&ndow Layout
"mainfo,mainmenu1,menu.submenu.items,4:,submenu.items,4:,caption",vaString,F,,Component &Palette,Component &Palette
"mainfo,mainmenu1,menu.submenu.items,4:,submenu.items,5:,caption",vaString,F,,Component Sto&re,Component Sto&re
"mainfo,mainmenu1,menu.submenu.items,4:,submenu.items,6:,caption",vaString,F,,Object &Inspector,Object &Inspector
"mainfo,mainmenu1,menu.submenu.items,4:,submenu.items,8:,caption",vaString,F,,So&urce,So&urce
"mainfo,mainmenu1,menu.submenu.items,4:,submenu.items,9:,caption",vaString,F,,&Messages,&Messages
"mainfo,mainmenu1,menu.submenu.items,4:,submenu.items,10:,caption",vaString,F,,&Find Results,&Find Results
"mainfo,mainmenu1,menu.submenu.items,4:,submenu.items,12:,caption",vaString,F,,&Debugger,&Debugger
"mainfo,mainmenu1,menu.submenu.items,4:,submenu.items,13:,caption",vaString,F,,Symbo&ls,Symbo&ls
"mainfo,mainmenu1,menu.submenu.items,4:,submenu.items,14:,caption",vaString,F,,&Watches,&Watches
"mainfo,mainmenu1,menu.submenu.items,4:,submenu.items,15:,caption",vaString,F,,&Stack,&Stack
"mainfo,mainmenu1,menu.submenu.items,4:,submenu.items,16:,caption",vaString,F,,T&hreads,T&hreads
"mainfo,mainmenu1,menu.submenu.items,4:,submenu.items,17:,caption",vaString,F,,&CPU,&CPU
"mainfo,mainmenu1,menu.submenu.items,4:,submenu.items,18:,caption",vaString,F,,&Assembler,&Assembler
"mainfo,mainmenu1,menu.submenu.items,4:,submenu.items,19:,caption",vaString,F,,Memor&y,Memor&y
"mainfo,mainmenu1,menu.submenu.items,4:,submenu.items,20:,caption",vaString,F,,&Target Console,&Target Console
"mainfo,mainmenu1,menu.submenu.items,4:,submenu.items,22:,caption",vaString,F,,&Breakpoints,&Breakpoints
"mainfo,mainmenu1,menu.submenu.items,4:,submenu.items,23:,caption",vaString,F,,Watchp&oints,Watchp&oints
"mainfo,mainmenu1,menu.submenu.items,4:,submenu.items,26:,caption",vaString,F,,Toggle Form/Unit,Toggle Form/Unit
"mainfo,mainmenu1,menu.submenu.items,4:,caption",vaString,F,,&View,&View
"mainfo,mainmenu1,menu.submenu.items,5:,submenu.items,0:,caption",vaString,F,,&Make,&Make
"mainfo,mainmenu1,menu.submenu.items,5:,submenu.items,1:,caption",vaString,F,,&Build,&Build
"mainfo,mainmenu1,menu.submenu.items,5:,submenu.items,2:,caption",vaString,F,,Make &1,Make &1
"mainfo,mainmenu1,menu.submenu.items,5:,submenu.items,3:,caption",vaString,F,,Make &2,Make &2
"mainfo,mainmenu1,menu.submenu.items,5:,submenu.items,4:,caption",vaString,F,,Make &3,Make &3
"mainfo,mainmenu1,menu.submenu.items,5:,submenu.items,5:,caption",vaString,F,,Make &4,Make &4
"mainfo,mainmenu1,menu.submenu.items,5:,submenu.items,6:,caption",vaString,F,,&Abort Make,&Abort Make
"mainfo,mainmenu1,menu.submenu.items,5:,submenu.items,12:,submenu.items,0:,caption",vaString,F,,From &Template,From &Template
"mainfo,mainmenu1,menu.submenu.items,5:,submenu.items,12:,submenu.items,1:,caption",vaString,F,,From &Program,From &Program
"mainfo,mainmenu1,menu.submenu.items,5:,submenu.items,12:,submenu.items,2:,caption",vaString,F,,&Empty,&Empty
"mainfo,mainmenu1,menu.submenu.items,5:,submenu.items,12:,caption",vaString,F,,&New,&New
"mainfo,mainmenu1,menu.submenu.items,5:,submenu.items,14:,caption",vaString,F,,Open copy,Open copy
"mainfo,mainmenu1,menu.submenu.items,5:,submenu.items,16:,caption",vaString,F,,Save &as,Save &as
"mainfo,mainmenu1,menu.submenu.items,5:,submenu.items,17:,caption",vaString,F,,Save as copy,Save as copy
"mainfo,mainmenu1,menu.submenu.items,5:,submenu.items,18:,caption",vaString,F,,&Close,&Close
"mainfo,mainmenu1,menu.submenu.items,5:,caption",vaString,F,,&Project,&Project
"mainfo,mainmenu1,menu.submenu.items,6:,submenu.items,0:,caption",vaString,F,,&About,&About
"mainfo,mainmenu1,menu.submenu.items,6:,submenu.items,1:,caption",vaString,F,,&Configure MSEide,&Configure MSEide
"mainfo,mainmenu1,menu.submenu.items,6:,caption",vaString,F,,Sett&ings,Sett&ings
"mainfo,openfile,controller.captionopen",vaString,F,,Open file,Open file
"mainfo,openfile,controller.captionsave",vaString,F,,Save file as,Save file as
"mainfo,projectfiledia,controller.filterlist.data,0:,0:",vaString,F,,Project files,Project files
"mainfo,projectfiledia,controller.filterlist.data,1:,0:",vaString,F,,All Files,All Files
"mainfo,projectfiledia,controller.captionopen",vaString,F,,Open Project,Open Project
"mainfo,projectfiledia,controller.captionsave",vaString,F,,Save Project,Save Project
"mainfo,c,strings.data,0:",vaString,F,,Unresolved references in,Unresolved references in
"mainfo,c,strings.data,1:",vaString,F,,to,to
"mainfo,c,strings.data,2:",vaString,F,,Do you wish to search the formfile?,Do you wish to search the formfile?
"mainfo,c,strings.data,3:",vaString,F,,WARNING,WARNING
"mainfo,c,strings.data,4:",vaString,F,,Formfile for,Formfile for
"mainfo,c,strings.data,5:",vaString,F,,Formfiles,Formfiles
"mainfo,c,strings.data,6:",vaString,F,,"Recursive form hierarchy for ""","Recursive form hierarchy for """
"mainfo,c,strings.data,7:",vaString,F,,ERROR,ERROR
"mainfo,c,strings.data,8:",vaString,F,,Classtype,Classtype
"mainfo,c,strings.data,9:",vaString,F,,not found.,not found.
"mainfo,c,strings.data,10:",vaString,F,,Project,Project
"mainfo,c,strings.data,11:",vaString,F,,is modified. Save?,is modified. Save?
"mainfo,c,strings.data,12:",vaString,F,,Confirmation,Confirmation
"mainfo,c,strings.data,13:",vaString,F,,"Unable to open file ""","Unable to open file """
"mainfo,c,strings.data,14:",vaString,F,,*** Running ***,*** Running ***
"mainfo,c,strings.data,15:",vaString,F,,Downloading,Downloading
"mainfo,c,strings.data,16:",vaString,F,,Downloaded,Downloaded
"mainfo,c,strings.data,17:",vaString,F,,"Start gdb server command ""","Start gdb server command """
"mainfo,c,strings.data,18:",vaString,F,,""" running.",""" running."
"mainfo,c,strings.data,19:",vaString,F,,Start gdb Server,Start gdb Server
"mainfo,c,strings.data,20:",vaString,F,,gdb server start error,gdb server start error
"mainfo,c,strings.data,21:",vaString,F,,gdb server start canceled.,gdb server start canceled.
"mainfo,c,strings.data,22:",vaString,F,,Can not run start gdb command.,Can not run start gdb command.
"mainfo,c,strings.data,23:",vaString,F,,"Uploadcommand ""","Uploadcommand """
"mainfo,c,strings.data,24:",vaString,F,,Download ***ERROR***,Download ***ERROR***
"mainfo,c,strings.data,25:",vaString,F,,Download finished.,Download finished.
"mainfo,c,strings.data,26:",vaString,F,,Download canceled.,Download canceled.
"mainfo,c,strings.data,27:",vaString,F,,"File ""","File """
"mainfo,c,strings.data,28:",vaString,F,,""" not found.",""" not found."
"mainfo,c,strings.data,29:",vaString,F,,""" exists.",""" exists."
"mainfo,c,strings.data,30:",vaString,F,,New,New
"mainfo,c,strings.data,31:",vaString,F,,Select ancestor,Select ancestor
"mainfo,c,strings.data,32:",vaString,F,,New form,New form
"mainfo,c,strings.data,33:",vaString,F,,Pascal Files,Pascal Files
"mainfo,c,strings.data,34:",vaString,F,,new,new
"mainfo,c,strings.data,35:",vaString,F,,"Can not load Project ""","Can not load Project """
"mainfo,c,strings.data,36:",vaString,F,,Select project template,Select project template
"mainfo,c,strings.data,37:",vaString,F,,Project files,Project files
"mainfo,c,strings.data,38:",vaString,F,,All files,All files
"mainfo,c,strings.data,39:",vaString,F,,Select program file,Select program file
"mainfo,c,strings.data,40:",vaString,F,,Pascal program files,Pascal program files
"mainfo,c,strings.data,41:",vaString,F,,C program files,C program files
"mainfo,c,strings.data,42:",vaString,F,,New Project,New Project
